epoch,categorical_accuracy,loss,precision,recall,val_categorical_accuracy,val_loss,val_precision,val_recall
0,0.2443181872367859,1.6079663038253784,0.0,0.0,0.25,2.9414565563201904,0.2222222238779068,0.1041666641831398
1,0.24147726595401764,1.5585938692092896,0.5,0.011363636702299118,0.2291666716337204,1870.6260986328125,0.2291666716337204,0.2291666716337204
2,0.3323863744735718,1.5209873914718628,0.5744680762290955,0.07670454680919647,0.2083333283662796,172.6873016357422,0.2083333283662796,0.2083333283662796
3,0.4005681872367859,1.4625182151794434,0.4285714328289032,0.059659089893102646,0.2083333283662796,12.994338989257812,0.2083333283662796,0.2083333283662796
4,0.3806818127632141,1.4488511085510254,0.6111111044883728,0.09375,0.25,1.5945281982421875,0.25,0.010416666977107525
5,0.3948863744735718,1.398314356803894,0.6266666650772095,0.13352273404598236,0.40625,1.5011576414108276,0.3571428656578064,0.0520833320915699
6,0.4204545319080353,1.3820468187332153,0.641791045665741,0.12215909361839294,0.3958333432674408,1.5817371606826782,0.48275861144065857,0.2916666567325592
7,0.4375,1.30704927444458,0.5945945978164673,0.1875,0.3958333432674408,1.5301657915115356,0.5128205418586731,0.2083333283662796
8,0.4204545319080353,1.340437412261963,0.5441176295280457,0.10511363297700882,0.40625,1.4683575630187988,0.375,0.125
9,0.4488636255264282,1.2919135093688965,0.6279069781303406,0.15340909361839294,0.1875,3.099940061569214,0.20481927692890167,0.1770833283662796
10,0.5170454382896423,1.2634634971618652,0.642276406288147,0.2244318127632141,0.1666666716337204,5.543002605438232,0.16129031777381897,0.15625
11,0.4801136255264282,1.2568187713623047,0.5873016119003296,0.21022726595401764,0.2395833283662796,2.260223388671875,0.27142858505249023,0.1979166716337204
12,0.4857954680919647,1.22393798828125,0.6268656849861145,0.23863635957241058,0.3645833432674408,3.130303144454956,0.3611111044883728,0.2708333432674408
13,0.4744318127632141,1.2242136001586914,0.6343283653259277,0.24147726595401764,0.21875,3.708245038986206,0.2247191071510315,0.2083333283662796
14,0.5738636255264282,1.1073517799377441,0.698630154132843,0.28977271914482117,0.46875,1.3685359954833984,0.4920634925365448,0.3229166567325592
15,0.5880681872367859,1.0977729558944702,0.6502732038497925,0.3380681872367859,0.4270833432674408,1.3134527206420898,0.49253731966018677,0.34375
16,0.5710227489471436,1.068933367729187,0.6573033928871155,0.3323863744735718,0.34375,1.7269505262374878,0.36000001430511475,0.28125
17,0.5596590638160706,1.1001219749450684,0.6600000262260437,0.375,0.4479166567325592,1.443142056465149,0.4722222089767456,0.3541666567325592
18,0.5994318127632141,1.0124489068984985,0.7109004855155945,0.4261363744735718,0.625,1.0176600217819214,0.6769230961799622,0.4583333432674408
19,0.625,0.9717727899551392,0.7142857313156128,0.44034090638160706,0.5625,1.1535178422927856,0.6461538672447205,0.4375
20,0.6164772510528564,0.9684650897979736,0.7356828451156616,0.4744318127632141,0.2291666716337204,1.8282676935195923,0.20000000298023224,0.1145833358168602
21,0.6448863744735718,0.9187498092651367,0.7280334830284119,0.4943181872367859,0.5625,0.9882095456123352,0.6538461446762085,0.53125
22,0.5568181872367859,1.0671404600143433,0.6465116143226624,0.3948863744735718,0.34375,2.7387349605560303,0.4202898442745209,0.3020833432674408
23,0.6505681872367859,0.9063940644264221,0.7621145248413086,0.49147728085517883,0.4791666567325592,1.3927632570266724,0.5147058963775635,0.3645833432674408
24,0.6931818127632141,0.8773708343505859,0.7818930149078369,0.5397727489471436,0.3020833432674408,2.547238349914551,0.2906976640224457,0.2604166567325592
25,0.6335227489471436,0.8883380889892578,0.7408906817436218,0.5198863744735718,0.59375,1.169691801071167,0.6176470518112183,0.4375
26,0.6676136255264282,0.8589649200439453,0.7731092572212219,0.5227272510528564,0.5520833134651184,1.1449241638183594,0.5866666436195374,0.4583333432674408
27,0.6392045617103577,0.7982664108276367,0.7572016716003418,0.5227272510528564,0.5416666865348816,1.7223488092422485,0.5494505763053894,0.5208333134651184
28,0.6789772510528564,0.8653570413589478,0.75,0.5795454382896423,0.5520833134651184,1.555790901184082,0.5194805264472961,0.4166666567325592
29,0.6789772510528564,0.8380085229873657,0.7854251265525818,0.5511363744735718,0.4166666567325592,1.3987007141113281,0.4838709533214569,0.3125
30,0.7045454382896423,0.7888738512992859,0.7757353186607361,0.5994318127632141,0.3958333432674408,2.0290591716766357,0.37931033968925476,0.34375
31,0.7386363744735718,0.7266883254051208,0.7727272510528564,0.6278409361839294,0.6041666865348816,1.0206588506698608,0.6470588445663452,0.4583333432674408
32,0.7443181872367859,0.7141126990318298,0.7978339195251465,0.6278409361839294,0.5625,1.2871376276016235,0.5795454382896423,0.53125
33,0.6846590638160706,0.8352227807044983,0.7357142567634583,0.5852272510528564,0.4791666567325592,2.279395341873169,0.5487805008888245,0.46875
34,0.6676136255264282,0.882804274559021,0.7372262477874756,0.5738636255264282,0.65625,0.9705061316490173,0.7222222089767456,0.5416666865348816
35,0.7215909361839294,0.7449761033058167,0.7657992839813232,0.5852272510528564,0.3958333432674408,3.450749635696411,0.4204545319080353,0.3854166567325592
36,0.7528409361839294,0.6405276656150818,0.8013244867324829,0.6875,0.6354166865348816,1.26858651638031,0.6483516693115234,0.6145833134651184
37,0.7130681872367859,0.7106644511222839,0.7628865838050842,0.6306818127632141,0.3854166567325592,2.2570717334747314,0.4025973975658417,0.3229166567325592
38,0.7301136255264282,0.7248100638389587,0.7635135054588318,0.6420454382896423,0.6458333134651184,0.8653290271759033,0.6962025165557861,0.5729166865348816
39,0.7784090638160706,0.5956898331642151,0.813725471496582,0.7073863744735718,0.71875,0.728725016117096,0.7777777910232544,0.65625
40,0.7613636255264282,0.563033938407898,0.8241042494773865,0.71875,0.6666666865348816,0.8937461972236633,0.738095223903656,0.6458333134651184
41,0.7414772510528564,0.6015341281890869,0.8193979859352112,0.6960227489471436,0.6666666865348816,0.8108546733856201,0.7894737124443054,0.625
42,0.7528409361839294,0.6289063692092896,0.7904762029647827,0.7073863744735718,0.6145833134651184,0.9121010899543762,0.6551724076271057,0.59375
43,0.8039772510528564,0.5329979658126831,0.8364779949188232,0.7556818127632141,0.4895833432674408,1.4429939985275269,0.5249999761581421,0.4375
44,0.7670454382896423,0.6230180263519287,0.7949526906013489,0.7159090638160706,0.4375,2.698976755142212,0.40697672963142395,0.3645833432674408
45,0.7017045617103577,0.702146589756012,0.7475410103797913,0.6477272510528564,0.4583333432674408,1.797631859779358,0.46236559748649597,0.4479166567325592
46,0.71875,0.6693000197410583,0.7763158082962036,0.6704545617103577,0.6875,0.9776354432106018,0.7195122241973877,0.6145833134651184
47,0.7670454382896423,0.5990565419197083,0.8225806355476379,0.7244318127632141,0.7083333134651184,0.8564373850822449,0.7241379022598267,0.65625
48,0.78125,0.5886285305023193,0.8164557218551636,0.7329545617103577,0.6770833134651184,1.0650991201400757,0.7407407164573669,0.625
49,0.78125,0.5663066506385803,0.8080495595932007,0.7414772510528564,0.6458333134651184,1.0392578840255737,0.658823549747467,0.5833333134651184
50,0.8465909361839294,0.42416179180145264,0.875,0.8153409361839294,0.7395833134651184,0.6816275715827942,0.800000011920929,0.7083333134651184
51,0.8039772510528564,0.5167205333709717,0.8353658318519592,0.7784090638160706,0.6354166865348816,1.315058708190918,0.6516854166984558,0.6041666865348816
52,0.7755681872367859,0.5407037734985352,0.8193146586418152,0.7471590638160706,0.5520833134651184,1.4010010957717896,0.5930232405662537,0.53125
53,0.8039772510528564,0.5062904953956604,0.8217522501945496,0.7727272510528564,0.6875,1.109116792678833,0.7252747416496277,0.6875
54,0.8295454382896423,0.4657469093799591,0.8606060743331909,0.8068181872367859,0.4583333432674408,4.21209716796875,0.47191011905670166,0.4375
55,0.8181818127632141,0.5164363980293274,0.8414633870124817,0.7840909361839294,0.7291666865348816,0.9805704951286316,0.7526881694793701,0.7291666865348816
